zip_code,population,median_income,num_bachelors,num_masters,num_doctorate,num_white,pct_tertiary,pct_white
00601,16834,17526,1773,237,23,14170,12.1,84.2
00602,37642,20260,4767,1181,109,18479,16.1,49.1
00603,49075,17703,6001,2132,337,36216,17.299999999999997,73.8
00606,5590,19603,287,129,0,3721,7.3999999999999995,66.60000000000001
00610,25542,22796,3199,846,17,11182,15.9,43.8
00611,1315,22525,179,39,18,765,17.9,58.199999999999996
00612,63312,22305,9930,2232,617,23571,20.200000000000003,37.2
00616,9625,23652,1329,187,53,3512,16.3,36.5
00617,22573,20328,2960,796,52,8496,16.900000000000002,37.6
00622,7577,22818,956,361,59,3409,18.2,45.0
00623,39406,23132,6425,1268,535,16400,20.9,41.6
00624,21648,20101,3202,425,54,16052,17.0,74.2
00627,32733,23263,3630,1141,353,26687,15.7,81.5
00631,1431,15658,273,59,0,1377,23.200000000000003,96.2
00637,22882,20568,3310,615,81,14793,17.5,64.60000000000001
00638,17605,19796,1663,238,83,9019,11.3,51.2
00641,24299,17673,3093,607,52,11942,15.4,49.1
00646,35926,31330,5841,1655,271,16043,21.6,44.7
00647,4702,17143,434,40,8,2337,10.299999999999999,49.7
00650,13767,20363,1625,210,13,6258,13.4,45.5
00652,3924,26148,672,153,0,1595,21.0,40.6
00653,8980,13777,639,235,1,5668,9.700000000000001,63.1
00656,18121,21456,2475,662,66,13909,17.7,76.8
00659,37066,23899,5857,1793,345,28807,21.6,77.7
00660,15483,22556,2671,622,47,3249,21.6,21.0
00662,40480,20283,5882,1660,172,22574,19.1,55.800000000000004
00664,14967,17966,1669,431,20,8056,14.2,53.800000000000004
00667,23370,16889,2824,544,90,9936,14.799999999999999,42.5
00669,27529,18838,2967,991,111,23993,14.799999999999999,87.2
00670,8746,16644,913,132,43,4902,12.4,56.00000000000001
00674,39385,20088,5110,1274,205,16294,16.7,41.4
00676,36683,20160,4663,1130,235,28106,16.400000000000002,76.6
00677,15304,26404,2152,436,152,6030,17.9,39.4
00678,25039,19558,2815,783,169,17356,15.0,69.3
00680,43173,16535,5398,1426,482,7550,16.900000000000002,17.5
00682,30414,17385,3724,1213,628,4887,18.3,16.1
00683,29547,18132,3813,822,349,18986,16.900000000000002,64.3
00685,40346,17481,4720,1141,236,29322,15.1,72.7
00687,28659,22282,2995,657,154,12506,13.3,43.6
00688,11478,17273,1417,173,59,3097,14.399999999999999,27.0
00690,5781,23343,860,172,16,4020,18.099999999999998,69.5
00692,33302,25289,3764,1379,405,11131,16.7,33.4
00693,55570,23791,7751,1851,171,22455,17.599999999999998,40.400000000000006
00698,33506,19818,5212,1158,334,24755,20.0,73.9
00703,24475,23045,2690,409,131,9973,13.200000000000001,40.699999999999996
00704,6831,19845,757,49,108,2054,13.4,30.099999999999998
00705,24401,22679,2740,1036,345,8641,16.900000000000002,35.4
00707,10487,21765,744,348,8,967,10.5,9.2
00714,15797,18496,2249,514,59,8438,17.9,53.400000000000006
00715,2040,16250,110,40,0,801,7.3999999999999995,39.300000000000004
00716,27166,20184,4967,1268,577,15241,25.1,56.10000000000001
00717,15029,14164,2440,758,142,7953,22.2,52.900000000000006
00718,23289,20414,2771,854,105,7887,16.0,33.900000000000006
00719,29523,20533,3049,716,144,13615,13.200000000000001,46.1
00720,20816,16751,2078,483,40,9714,12.5,46.7
00723,15978,20967,1571,746,25,1048,14.7,6.6000000000000005
00725,77244,25786,12155,3358,798,42866,21.099999999999998,55.50000000000001
00727,53258,33678,10298,3762,891,29152,28.1,54.7
00728,38590,21239,5588,1328,395,23528,18.9,61.0
00729,47826,26978,6430,2113,306,13980,18.5,29.2
00730,32267,17517,4613,1566,550,15339,20.9,47.5
00731,10473,16944,1329,223,67,5495,15.5,52.5
00735,11164,23125,1503,217,89,2969,16.2,26.6
00736,45867,27158,6694,1964,533,17863,20.0,38.9
00738,30093,24643,5124,1120,138,9206,21.2,30.599999999999998
00739,34678,24887,4830,1475,437,13833,19.400000000000002,39.900000000000006
00740,2034,18784,293,0,0,680,14.399999999999999,33.4
00741,3627,23821,464,45,10,662,14.299999999999999,18.3
00745,47494,26189,7210,1594,191,13081,18.9,27.500000000000004
00751,19570,20241,2162,593,45,5433,14.299999999999999,27.800000000000004
00754,36576,19528,3543,1371,188,4473,13.900000000000002,12.2
00757,20048,22764,2957,640,145,5680,18.7,28.299999999999997
00765,8199,17062,406,153,316,1813,10.7,22.1
00766,22053,22511,2749,466,90,8769,15.0,39.800000000000004
00767,30779,20126,3395,651,50,2463,13.3,8.0
00769,34374,20236,4608,923,343,10696,17.1,31.1
00771,34964,23343,4872,1975,29,3964,19.7,11.3
00772,17316,17209,1338,171,0,1595,8.7,9.2
00773,17716,22585,2065,629,238,4871,16.6,27.500000000000004
00775,1186,25483,116,11,0,342,10.7,28.799999999999997
00777,37726,26052,4557,1205,80,12429,15.5,32.9
00778,40476,39484,6847,1950,383,17069,22.7,42.199999999999996
00780,13908,26075,1959,736,237,5864,21.099999999999998,42.199999999999996
00782,18639,16221,1707,417,95,9031,11.899999999999999,48.5
00783,34205,21701,3929,1043,65,15920,14.7,46.5
00784,35917,19199,4045,1383,221,20459,15.7,56.99999999999999
00791,46537,26002,5858,1887,332,10933,17.4,23.5
00794,28335,21278,3713,675,88,15074,15.8,53.2
00795,42900,22579,6081,1631,215,10511,18.5,24.5
00901,8220,27926,1457,717,315,4191,30.3,51.0
00907,16607,40293,4358,1968,558,7233,41.5,43.6
00909,5260,25778,909,300,61,1763,24.099999999999998,33.5
00911,7087,38125,1803,761,176,2938,38.7,41.5
00912,5955,27026,1263,364,170,1610,30.2,27.0
00913,7068,6449,713,161,75,1954,13.4,27.6
00915,24713,12963,1942,182,126,3931,9.1,15.9
00917,18544,17086,2547,1117,99,7186,20.3,38.800000000000004
00918,15976,35000,4267,1599,492,6140,39.800000000000004,38.4
00920,17293,28562,3516,897,204,7070,26.700000000000003,40.9
00921,33555,21419,4935,1626,587,13228,21.3,39.4
00923,24760,18389,2807,973,257,7813,16.3,31.6
00924,47080,21046,6650,2178,580,21429,20.0,45.5
00925,5556,13016,913,380,92,2242,24.9,40.400000000000006
00926,93751,38432,21123,7948,2746,45307,33.900000000000006,48.3
00927,13766,40213,3950,1648,514,7538,44.4,54.800000000000004
00949,68031,31500,11075,2708,420,28208,20.9,41.5
00951,298,21354,28,19,0,71,15.8,23.799999999999997
00952,8168,19392,819,50,58,2613,11.3,32.0
00953,66079,32957,9828,2624,540,34179,19.7,51.7
00956,65841,27243,10256,2288,433,23421,19.7,35.6
00957,41009,28240,6754,1610,207,15222,20.9,37.1
00959,47721,31603,8912,2505,371,18409,24.7,38.6
00961,29271,34141,5572,1802,422,11672,26.6,39.900000000000006
00962,19614,18478,1825,320,54,7922,11.200000000000001,40.400000000000006
00965,5148,15872,418,59,0,1754,9.3,34.1
00966,16451,51732,5090,1636,462,7083,43.7,43.1
00968,3554,55132,1318,496,163,1695,55.60000000000001,47.699999999999996
00969,41784,55929,10815,4325,1538,16656,39.900000000000006,39.900000000000006
00971,26430,31484,4299,1231,334,10057,22.2,38.1
00976,61638,35661,12162,3210,893,33792,26.400000000000002,54.800000000000004
00979,16890,34705,4258,1508,447,6952,36.8,41.199999999999996
00982,13876,24244,2335,438,93,5393,20.7,38.9
00983,31816,30595,5389,1118,280,11616,21.3,36.5
00985,32265,33270,5322,1189,74,11001,20.4,34.1
00987,54109,36396,10856,2896,522,18382,26.400000000000002,34.0
01001,16045,73398,2676,1282,164,14384,25.7,89.60000000000001
01002,22992,74265,2852,3341,2015,16777,35.699999999999996,73.0
01005,4837,97409,564,552,43,4575,24.0,94.6
01007,15368,99500,2605,1847,388,13857,31.5,90.2
01008,1231,93405,193,95,3,1211,23.599999999999998,98.4
01009,699,68510,167,21,0,699,26.900000000000002,100.0
01010,3699,88438,820,265,19,2985,29.799999999999997,80.7
01011,1318,80640,74,91,8,1279,13.100000000000001,97.0
01012,440,73906,29,15,10,430,12.3,97.7
01013,22895,62000,2302,1167,138,15768,15.8,68.89999999999999
01020,30417,67617,3191,1450,109,25085,15.6,82.5
01022,2144,52207,322,144,6,1584,22.0,73.9
01026,1073,83875,226,138,39,1024,37.6,95.39999999999999
01027,17711,69337,3014,1994,278,15582,29.799999999999997,88.0
01028,16273,100610,2798,1504,256,14448,28.000000000000004,88.8
01029,527,93125,92,18,19,521,24.5,98.9
01030,12561,87324,1773,1043,87,11721,23.1,93.30000000000001
01031,1697,51250,115,112,13,1501,14.099999999999998,88.5
01032,484,88077,101,60,8,479,34.9,99.0
01033,6096,102248,1114,544,47,5782,28.000000000000004,94.8
01034,2065,104583,352,149,63,1953,27.3,94.6
01035,5295,112450,1466,619,328,4849,45.6,91.60000000000001
01036,4966,110320,809,509,6,4618,26.700000000000003,93.0
01037,582,78047,127,29,15,547,29.4,94.0
01038,2469,103125,634,257,45,2146,37.9,86.9
01039,1728,109167,370,328,55,1635,43.6,94.6
01040,38210,49007,3618,1639,202,25804,14.299999999999999,67.5
01050,2714,84333,432,181,9,2589,22.900000000000002,95.39999999999999
01053,1885,60875,424,269,23,1653,38.0,87.7
01054,1793,105833,306,368,161,1610,46.6,89.8
01056,20883,76395,2783,911,64,18474,18.0,88.5
01057,8215,85614,1068,550,58,7775,20.4,94.6
01060,14724,79604,3341,2965,1031,12648,49.8,85.9
01062,9491,87409,1896,1382,303,8408,37.7,88.6
01066,134,20202,13,0,0,134,9.700000000000001,100.0
01068,1585,93906,297,156,9,1481,29.099999999999998,93.4
01069,8516,71439,1074,390,57,7389,17.9,86.8
01070,571,60313,93,98,8,507,34.9,88.8
01071,1259,105417,181,48,29,1170,20.5,92.9
01072,1413,99000,362,241,140,1290,52.6,91.3
01073,6185,114531,1179,596,95,5641,30.2,91.2
01074,694,88190,47,28,0,664,10.8,95.7
01075,17115,92740,3047,1900,482,15127,31.7,88.4
01077,9244,106779,1305,910,85,8607,24.9,93.10000000000001
01080,2674,89335,221,54,0,2076,10.299999999999999,77.60000000000001
01081,1716,88636,197,79,12,1633,16.8,95.19999999999999
01082,10533,66607,1375,479,72,9685,18.3,91.9
01083,2539,87511,375,170,0,2243,21.5,88.3
01084,99,86538,27,10,0,99,37.4,100.0
01085,41592,78901,5937,2655,370,35627,21.5,85.7
01088,725,51591,39,60,24,693,17.0,95.6
01089,28755,67297,4638,2235,186,23198,24.5,80.7
01092,1428,69048,255,93,0,1398,24.4,97.89999999999999
01093,145,130781,44,4,0,145,33.1,100.0
01094,44,87188,6,0,0,44,13.600000000000001,100.0
01095,14673,126689,2879,2280,164,13153,36.3,89.60000000000001
01096,2516,106250,518,387,93,2408,39.7,95.7
01098,951,91181,200,135,28,923,38.2,97.1
01103,2245,21288,361,245,16,1002,27.700000000000003,44.6
01104,22606,47413,1168,816,9,9903,8.799999999999999,43.8
01105,12045,23948,246,140,48,4019,3.5999999999999996,33.4
01106,16019,137597,3701,2018,464,14148,38.6,88.3
01107,12443,30825,522,330,47,5087,7.199999999999999,40.9
01108,26198,48465,1912,1086,153,11877,12.0,45.300000000000004
01109,31301,42928,1980,934,167,11441,9.8,36.6
01118,15112,78354,1881,1125,108,9067,20.599999999999998,60.0
01119,14182,54326,1038,503,62,7541,11.3,53.2
01128,3063,77050,369,294,16,2224,22.2,72.6
01129,6486,80352,917,417,40,4235,21.2,65.3
01151,9467,51410,815,231,42,4899,11.5,51.7
01201,45188,67262,6799,3373,423,37269,23.400000000000002,82.5
01220,8149,54677,1178,319,32,7712,18.8,94.6
01222,623,78077,127,29,0,623,25.0,100.0
01223,2565,79226,415,292,38,2359,28.999999999999996,92.0
01225,3239,72485,514,207,5,2920,22.400000000000002,90.2
01226,6332,76198,1046,625,102,5998,28.000000000000004,94.69999999999999
01230,9095,73884,1698,980,173,8199,31.3,90.10000000000001
01235,2461,71641,255,143,7,2283,16.5,92.80000000000001
01236,1625,113958,381,278,45,1300,43.3,80.0
01237,2451,86300,364,370,23,2414,30.9,98.5
01238,5928,77679,965,1003,75,5431,34.5,91.60000000000001
01240,4922,82578,1168,483,152,4522,36.6,91.9
01243,135,79167,33,17,1,122,37.8,90.4
01244,158,56842,25,13,0,158,24.099999999999998,100.0
01245,828,111354,119,85,63,790,32.2,95.39999999999999
01247,15279,53692,1567,975,186,13663,17.9,89.4
01253,818,102596,168,110,7,792,34.8,96.8
01254,961,91667,270,135,29,887,45.2,92.30000000000001
01255,931,73958,76,83,23,841,19.5,90.3
01256,620,54219,76,19,0,584,15.299999999999999,94.19999999999999
01257,2230,78940,290,212,49,2123,24.7,95.19999999999999
01258,188,117917,54,21,5,183,42.6,97.3
01259,733,120568,81,81,9,682,23.3,93.0
01262,1785,75804,259,356,90,1631,39.5,91.4
01264,207,78750,53,30,8,204,44.0,98.6
01266,952,85714,243,200,32,903,49.9,94.89999999999999
01267,8142,101823,1060,1143,660,6884,35.199999999999996,84.5
01270,999,100833,179,97,23,843,29.9,84.39999999999999
01301,17880,53536,2873,1369,327,15971,25.6,89.3
01330,1607,80560,331,272,43,1436,40.2,89.4
01331,13845,66985,1421,490,82,12914,14.399999999999999,93.30000000000001
01337,2470,79000,402,204,11,2340,25.0,94.69999999999999
01338,65,56250,0,10,14,60,36.9,92.30000000000001
01339,1396,69500,254,108,35,1343,28.4,96.2
01340,1890,74632,257,221,35,1799,27.1,95.19999999999999
01341,1620,92500,316,302,96,1560,44.1,96.3
01342,1321,99583,142,218,62,990,31.900000000000002,74.9
01343,167,76250,14,0,0,158,8.4,94.6
01344,1631,70560,194,79,7,1544,17.2,94.69999999999999
01346,409,105944,97,39,7,372,35.0,91.0
01347,197,74712,63,13,0,139,38.6,70.6
01349,764,70240,31,33,23,656,11.4,85.9
01351,2741,96389,480,346,43,2647,31.7,96.6
01354,1747,79135,431,135,38,1551,34.599999999999994,88.8
01355,1009,76739,158,63,12,784,23.1,77.7
01360,2871,94775,510,341,61,2628,31.8,91.5
01364,7643,55773,628,250,8,7054,11.600000000000001,92.30000000000001
01366,1177,104205,188,159,31,1077,32.1,91.5
01367,504,78125,62,18,15,443,18.8,87.9
01368,1455,98542,156,66,21,1406,16.7,96.6
01370,3713,74680,843,567,40,3350,39.1,90.2
01373,4921,96546,840,551,77,4789,29.799999999999997,97.3
01375,3658,59185,729,438,100,2878,34.599999999999994,78.7
01376,4868,53671,574,373,81,4395,21.099999999999998,90.3
01378,814,89643,177,66,24,787,32.800000000000004,96.7
01379,779,66290,167,97,40,662,39.0,85.0
01420,41661,65599,4537,1712,161,28738,15.4,69.0
01430,6457,111801,1089,471,69,5975,25.2,92.5
01431,3187,105750,546,431,24,3089,31.4,96.89999999999999
01432,8118,99375,1446,606,214,6291,27.900000000000002,77.5
01434,1763,106875,251,134,39,1066,24.0,60.5
01436,3694,90225,361,152,10,3582,14.2,97.0
01438,385,83953,38,7,0,382,11.700000000000001,99.2
01440,21231,57289,2130,894,75,18204,14.6,85.7
01450,11212,186750,2525,1552,339,9748,39.4,86.9
01451,5362,199191,1538,946,178,4713,49.6,87.9
01452,4338,114922,612,285,19,3967,21.099999999999998,91.4
01453,43550,75954,6737,3080,401,33333,23.5,76.5
01460,10084,151488,1950,1445,323,8833,36.9,87.6
01462,11765,106473,2149,1104,102,10643,28.499999999999996,90.5
01463,11667,124052,2092,1271,168,10192,30.3,87.4
01464,7092,114118,1190,556,78,6009,25.7,84.7
01468,4009,106581,698,289,65,3826,26.200000000000003,95.39999999999999
01469,7168,100402,1403,491,20,6259,26.700000000000003,87.3
01473,8220,95674,1325,973,128,8013,29.5,97.5
01474,1902,117109,278,143,19,1721,23.1,90.5
01475,10180,85379,1058,500,10,8817,15.4,86.6
01501,16763,101992,2933,1758,183,15383,29.099999999999998,91.8
01503,3514,123077,891,452,74,3217,40.300000000000004,91.5
01504,9195,95132,1547,610,86,8053,24.4,87.6
01505,4855,133292,1156,698,52,4507,39.300000000000004,92.80000000000001
01506,3443,71122,463,155,21,3269,18.6,94.89999999999999
01507,13338,113896,2077,1280,99,12537,25.900000000000002,94.0
01510,15347,89888,2492,1164,319,13025,25.900000000000002,84.89999999999999
01515,2120,77122,307,85,8,1979,18.9,93.30000000000001
01516,9213,138276,1745,668,34,8829,26.6,95.8
01518,3047,102500,396,476,10,2840,28.9,93.2
01519,7634,144452,1994,904,180,6593,40.300000000000004,86.4
01520,16893,141508,3616,2328,516,14763,38.2,87.4
01521,2585,81250,429,158,12,2451,23.200000000000003,94.8
01522,2890,116894,596,419,28,2731,36.1,94.5
01523,8395,111506,2070,742,93,7454,34.599999999999994,88.8
01524,6077,88933,737,387,68,5517,19.6,90.8
01527,13852,109119,1883,1158,183,11836,23.3,85.39999999999999
01529,3176,95144,490,157,13,2994,20.8,94.3
01531,984,99318,175,76,10,939,26.5,95.39999999999999
01532,15647,160801,3516,2876,264,12229,42.5,78.2
01534,5893,123370,1023,617,66,5380,28.9,91.3
01535,4750,80380,622,311,5,4581,19.7,96.39999999999999
01536,7282,103793,1227,863,206,5568,31.5,76.5
01537,1935,67750,303,59,42,1796,20.9,92.80000000000001
01540,11420,100757,1249,751,61,10492,18.0,91.9
01541,3497,163750,962,533,62,3333,44.5,95.3
01542,2815,106719,264,291,0,2499,19.7,88.8
01543,9102,150685,1530,759,100,8598,26.200000000000003,94.5
01545,38734,127088,8322,6919,1219,25504,42.5,65.8
01550,17669,55182,1402,452,41,12301,10.7,69.6
01560,4734,94464,844,627,36,3508,31.8,74.1
01562,11955,76225,1368,725,69,11073,18.099999999999998,92.60000000000001
01564,8053,131058,1970,906,104,7716,37.0,95.8
01566,6795,122844,1221,711,106,6092,30.0,89.7
01568,7828,147198,1980,1082,88,6501,40.2,83.0
01569,14039,124057,2378,1114,33,12983,25.1,92.5
01570,17671,70644,2368,775,73,13735,18.2,77.7
01571,11885,87306,1384,597,78,10385,17.299999999999997,87.4
01581,21360,133145,4872,3611,963,13276,44.2,62.2
01583,7476,97736,1260,838,124,6581,29.7,88.0
01585,4841,69767,674,267,20,4711,19.900000000000002,97.3
01588,10468,88487,1280,710,43,9487,19.400000000000002,90.60000000000001
01590,9268,138750,1597,1205,142,8522,31.8,92.0
01602,25869,86128,4241,2461,799,18244,28.999999999999996,70.5
01603,20678,58797,2380,637,79,11575,15.0,56.00000000000001
01604,40724,68823,5764,2228,512,25323,20.9,62.2
01605,30590,51360,3396,1490,397,17508,17.299999999999997,57.199999999999996
01606,22636,82640,3595,2131,413,15244,27.1,67.30000000000001
01607,8630,63718,1375,365,54,5283,20.8,61.199999999999996
01608,5080,41319,707,174,52,2287,18.4,45.0
01609,23256,58246,2857,1989,649,16003,23.599999999999998,68.8
01610,27033,39570,1804,805,87,13891,10.0,51.4
01611,2188,113276,253,104,0,1968,16.3,89.9
01612,5013,130787,897,612,59,4572,31.3,91.2
01701,32973,124532,8309,4944,729,23957,42.4,72.7
01702,38898,76636,6183,3184,639,19267,25.7,49.5
01719,5462,151207,1452,910,348,3798,49.6,69.5
01720,23081,151339,5116,4994,1434,14705,50.0,63.7
01721,18634,124311,4487,3099,626,13585,44.1,72.89999999999999
01730,14408,143424,3340,2811,606,10296,46.9,71.5
01731,1784,71250,162,141,14,941,17.8,52.7
01740,5653,191208,1372,1072,331,4828,49.1,85.39999999999999
01741,5209,247656,1145,1033,348,4396,48.5,84.39999999999999
01742,18311,183657,3564,4271,946,15071,48.0,82.3
01745,554,162350,149,72,9,410,41.5,74.0
01746,14902,149614,4001,2269,296,13005,44.1,87.3
01747,6021,120750,1166,541,25,5675,28.799999999999997,94.3
01748,18748,191439,4408,3720,598,14251,46.5,76.0
01749,19947,103086,4018,1791,369,16660,31.0,83.5
01752,41391,94199,7011,3924,483,26801,27.6,64.8
01754,10671,112524,2332,1615,476,9238,41.4,86.6
01756,6238,135909,1579,451,196,5881,35.699999999999996,94.3
01757,30411,93100,4826,2000,201,22342,23.1,73.5
01760,36274,133623,8891,6779,1612,28838,47.599999999999994,79.5
01770,4404,242688,1043,945,153,3664,48.6,83.2
01772,9867,188000,2214,1785,377,7577,44.3,76.8
01773,5216,185288,1155,1126,447,4658,52.300000000000004,89.3
01775,7111,166833,1719,1430,165,5950,46.6,83.7
01776,18926,234427,4731,3827,1228,15570,51.7,82.3
01778,14070,207721,3314,2559,900,11305,48.1,80.30000000000001
01801,40992,104780,8102,4800,776,31205,33.4,76.1
01803,26004,134189,6484,3316,702,20037,40.400000000000006,77.10000000000001
01810,35612,162694,8643,7146,1493,26580,48.5,74.6
01821,30854,138397,5741,3314,384,25029,30.599999999999998,81.10000000000001
01824,26612,137778,5858,3915,456,21871,38.4,82.19999999999999
01826,32309,102335,5587,1628,407,27190,23.599999999999998,84.2
01827,3359,193583,774,427,59,3038,37.5,90.4
01830,26885,72195,3376,1364,203,19091,18.4,71.0
01832,25707,78151,3370,1190,161,17523,18.4,68.2
01833,8389,148810,2007,1024,117,7668,37.5,91.4
01834,6742,131952,1273,824,75,6613,32.2,98.1
01835,14681,102162,2367,1098,152,11467,24.6,78.10000000000001
01840,6977,30696,393,164,0,1615,8.0,23.1
01841,52738,51574,3064,582,128,12149,7.199999999999999,23.0
01843,28352,72630,2300,937,51,9192,11.600000000000001,32.4
01844,52780,93739,7215,3410,363,32832,20.8,62.2
01845,31624,131852,6830,4251,439,26158,36.4,82.69999999999999
01850,16806,66069,1094,479,87,9638,9.9,57.3
01851,32323,79330,4046,2177,186,12037,19.8,37.2
01852,36546,76272,4742,2695,408,23206,21.5,63.5
01854,29062,66645,3266,1310,87,17419,16.0,59.9
01860,6717,100321,1174,400,18,6292,23.7,93.7
01862,11126,125159,2180,618,101,8225,26.1,73.9
01863,9570,128682,1764,1105,157,8001,31.6,83.6
01864,15529,141442,3761,2009,296,13710,39.1,88.3
01867,25443,154505,6169,4273,534,22185,43.1,87.2
01876,30817,120891,6192,2939,455,27553,31.1,89.4
01879,12385,140901,2329,1312,201,10125,31.0,81.8
01880,27026,125707,6322,3572,696,24446,39.2,90.5
01886,24524,174424,5627,4629,851,17505,45.300000000000004,71.39999999999999
01887,23191,151034,4845,2259,238,20256,31.7,87.3
01890,22809,208531,4322,4552,1363,17075,44.9,74.9
01901,1658,20699,219,209,0,747,25.8,45.1
01902,51931,59445,4297,1464,171,19874,11.4,38.3
01904,20078,94809,2592,1332,257,13754,20.8,68.5
01905,26986,74792,2552,582,66,12995,11.899999999999999,48.199999999999996
01906,28566,96064,3850,1895,157,23398,20.7,81.89999999999999
01907,15208,116161,3360,2300,465,13564,40.300000000000004,89.2
01908,3336,105867,890,530,97,3146,45.5,94.3
01913,17279,91010,3401,1458,246,15369,29.5,88.9
01915,41611,98474,8865,4512,554,36416,33.5,87.5
01921,8234,203750,2304,1347,171,7642,46.400000000000006,92.80000000000001
01922,3827,197583,681,516,60,3602,32.800000000000004,94.1
01923,27734,116636,6178,2946,478,25236,34.599999999999994,91.0
01929,3648,133026,854,649,91,3581,43.7,98.2
01930,29830,84465,5363,2863,408,27121,28.9,90.9
01938,13791,123266,3243,1805,216,12871,38.2,93.30000000000001
01940,13072,157955,2764,2031,236,10759,38.5,82.3
01944,5386,209052,1796,1001,144,5073,54.6,94.19999999999999
01945,20373,163561,6036,3556,689,19437,50.5,95.39999999999999
01949,9668,168245,1970,677,244,8612,29.9,89.1
01950,18356,127306,4908,2806,440,17198,44.4,93.7
01951,2896,163077,792,497,84,2590,47.4,89.4
01952,9182,97237,2126,870,144,8044,34.2,87.6
01960,54057,91032,9280,3747,295,45949,24.6,85.0
01965,803,241003,544,47,12,757,75.1,94.3
01966,6973,95091,1664,1222,202,6608,44.3,94.8
01969,6175,135396,1248,837,77,5819,35.0,94.19999999999999
01970,44435,79267,9195,4753,851,34016,33.300000000000004,76.6
01982,7612,139250,1961,1024,246,7150,42.4,93.89999999999999
01983,6532,162734,1676,1094,156,5587,44.800000000000004,85.5
01984,4933,181982,1058,544,33,4560,33.1,92.4
01985,4521,181125,1132,713,161,3994,44.4,88.3
02019,17025,116152,2951,1306,135,14449,25.8,84.89999999999999
02021,24293,130134,5793,3756,587,18327,41.699999999999996,75.4
02025,8330,178013,2198,1458,47,7795,44.5,93.60000000000001
02026,25150,118877,5480,3555,402,21272,37.5,84.6
02030,5886,250001,1232,1160,308,4640,45.9,78.8
02032,4847,170174,1061,620,69,3537,36.1,73.0
02035,18476,104350,4357,2625,320,15203,39.5,82.3
02038,32777,138062,6893,3793,1218,28921,36.3,88.2
02043,24143,170326,6459,4027,693,22691,46.300000000000004,94.0
02045,10116,128022,2288,1181,282,9641,37.1,95.3
02048,23831,125506,5001,2698,556,20558,34.599999999999994,86.3
02050,25915,118633,6174,2724,302,24730,35.5,95.39999999999999
02052,12844,215099,3334,2180,291,11394,45.2,88.7
02053,13164,165614,3492,1468,91,11128,38.4,84.5
02054,8565,140816,1837,886,67,7671,32.6,89.60000000000001
02056,11527,182716,2620,1499,112,9838,36.7,85.3
02061,11281,179777,2937,1293,143,10306,38.800000000000004,91.4
02062,31343,98653,7238,3711,721,24035,37.2,76.7
02066,18718,127255,5339,2768,254,17072,44.7,91.2
02067,18473,181545,4215,3505,815,12850,46.2,69.6
02071,1480,200496,643,28,37,1334,47.8,90.10000000000001
02072,29051,98145,4818,2969,225,18527,27.6,63.800000000000004
02081,19990,141599,4899,2382,274,17943,37.8,89.8
02090,16149,192887,3853,2382,591,12724,42.3,78.8
02093,12173,151833,3005,1442,135,11209,37.6,92.10000000000001
02108,4218,170379,960,758,304,3598,47.9,85.3
02109,3559,162179,1333,593,290,2893,62.3,81.3
02110,2337,126157,690,582,107,2000,59.0,85.6
02111,8417,72321,1290,1122,349,3347,32.800000000000004,39.800000000000004
02113,6688,106625,2537,893,247,5977,55.00000000000001,89.4
02114,13356,121418,4739,2549,1005,10145,62.1,76.0
02115,27838,51454,4475,2065,564,16024,25.5,57.599999999999994
02116,22286,131648,5225,4321,979,15072,47.199999999999996,67.60000000000001
02118,28392,74155,6243,2983,975,13979,35.9,49.2
02119,26821,37158,3520,1465,305,4972,19.7,18.5
02120,14364,51698,1642,687,184,5850,17.5,40.699999999999996
02121,29820,42411,2480,1241,79,3386,12.7,11.4
02122,24705,81025,3913,2099,77,8681,24.6,35.099999999999994
02124,55336,72189,6663,3646,485,11458,19.5,20.7
02125,31903,64983,5175,3003,349,11150,26.700000000000003,34.9
02126,24994,66689,2385,1425,105,1838,15.7,7.3999999999999995
02127,36175,145357,12978,5213,766,28507,52.400000000000006,78.8
02128,45357,84023,7648,2912,571,21623,24.5,47.699999999999996
02129,19832,146815,5268,3390,483,14998,46.1,75.6
02130,41479,114933,8847,7976,2714,26372,47.099999999999994,63.6
02131,31637,101566,5747,4109,693,17556,33.300000000000004,55.50000000000001
02132,26488,132457,6290,4151,1207,19931,44.0,75.2
02134,17969,80027,5072,3037,855,10829,49.9,60.3
02135,44480,87603,13574,6931,1620,28348,49.7,63.7
02136,39498,91579,5705,2699,323,10499,22.1,26.6
02138,38006,118320,7041,7273,3927,24624,48.0,64.8
02139,39856,117124,8434,6397,4032,21992,47.3,55.2
02140,21553,137792,4466,5163,2058,12417,54.2,57.599999999999994
02141,14402,103451,3082,2677,1263,9065,48.8,62.9
02142,4474,150294,1328,869,957,2042,70.5,45.6
02143,25329,118440,7445,4882,1849,18885,56.00000000000001,74.6
02144,25022,133627,7179,4407,1654,19589,52.900000000000006,78.3
02145,27692,113469,6523,3253,886,18482,38.5,66.7
02148,65463,90295,11916,6160,1583,31501,30.0,48.1
02149,48685,77796,5581,1695,309,22397,15.6,46.0
02150,39875,70968,4029,1289,163,13536,13.700000000000001,33.900000000000006
02151,60592,78882,7263,2766,317,35548,17.1,58.699999999999996
02152,19031,98901,4096,1551,373,15006,31.6,78.9
02155,63873,115048,13864,8025,2161,44322,37.7,69.39999999999999
02163,1994,67969,672,329,5,1201,50.5,60.199999999999996
